acc_days,failed_logins,is_vpn_or_proxy,transaction_amount,is_card_blacklisted,is_multiple_cards_used,items_quantity,pages_viewed,device_change_during_session,category,purchase_frequency_user,is_fraud,email
1117,1,False,54.77,False,True,5,8,False,Electronics,19,0,nsfxf4kn@gmail.com
943,0,True,1382.21,False,False,5,5,False,Electronics,2,0,2adcaqsp@gmail.com
806,5,False,148.78,False,False,4,9,False,Electronics,2,0,sr9fndg0@yahoo.com
1403,0,False,494.09,False,False,3,20,False,Electronics,19,0,0jpj5zge@yahoo.com
812,2,True,558.69,False,False,5,16,False,Fashion,18,0,qnm10nuu@outlook.com
1225,5,True,665.27,False,False,2,12,False,Home Appliances,14,0,7v8t7ywq@outlook.com
1401,1,False,1409.24,False,True,4,11,False,Fashion,17,0,veosn57r@yahoo.com
678,3,False,164.15,False,False,3,7,False,Electronics,8,0,uu1qu3eo@yahoo.com
541,0,False,780.72,False,False,5,20,False,Beauty,1,0,rh827jh7@outlook.com
1749,5,False,182.82,False,True,1,8,False,Beauty,1,0,x1vwf600@outlook.com
583,2,False,995.43,False,True,3,17,False,Groceries,7,0,ztkmg3y1@outlook.com
1953,4,False,867.82,False,False,4,11,False,Fashion,13,0,stqt6p9g@yahoo.com
1126,2,False,503.6,False,False,3,10,False,Beauty,29,0,6odk3tct@outlook.com
477,1,True,797.81,False,False,4,15,False,Fashion,2,0,jmf9n9q1@gmail.com
1483,3,False,799.78,False,True,2,8,False,Home Appliances,18,0,wdauvby1@yahoo.com
924,3,True,439.11,False,True,4,14,True,Home Appliances,15,0,adsqjug4@outlook.com
1962,5,False,1361.95,False,False,3,19,False,Home Appliances,13,0,1jkor2ge@gmail.com
1913,2,False,1083.66,False,False,2,10,False,Groceries,14,0,7h976ddm@yahoo.com
1758,4,False,970.33,False,False,3,18,False,Beauty,1,0,bepwuect@outlook.com
1305,1,False,809.3,False,True,5,1,False,Groceries,4,0,4tmp1bie@yahoo.com
1927,2,False,1459.05,False,True,2,6,False,Fashion,8,0,o52h1x9p@yahoo.com
1241,5,False,615.78,False,True,5,5,False,Fashion,12,0,he0n8s6s@yahoo.com
1389,1,False,324.75,False,False,1,8,False,Home Appliances,29,0,2wc6l04g@gmail.com
1239,4,False,1444.07,False,True,5,2,False,Groceries,7,0,827vcyjs@gmail.com
937,5,False,1277.35,True,False,5,3,False,Beauty,14,0,pqkn76nn@outlook.com
1831,1,False,928.05,False,True,4,13,False,Home Appliances,6,0,km5ohdtg@gmail.com
566,3,False,937.68,False,True,2,11,False,Fashion,6,0,qgu0z3a2@yahoo.com
1499,2,False,1460.14,False,True,4,17,False,Electronics,1,0,3d32xzdq@gmail.com
1163,1,False,400.18,False,False,5,14,False,Fashion,24,0,yuu26wgb@yahoo.com
1764,5,False,1179.39,False,False,1,14,False,Beauty,29,0,we0k425x@gmail.com
1835,2,False,565.79,False,True,1,12,False,Groceries,15,0,8rm4js56@yahoo.com
1008,1,False,1458.51,False,True,1,12,False,Home Appliances,25,0,ac1perr6@yahoo.com
1872,5,False,1017.47,False,True,5,18,False,Home Appliances,19,0,38qbozbh@yahoo.com
784,0,False,1364.69,False,True,1,1,False,Electronics,5,0,uisx5zk8@outlook.com
530,2,False,661.84,False,True,5,6,False,Groceries,17,0,8o4rk0ux@gmail.com
607,1,False,835.71,False,False,4,15,False,Fashion,19,0,un9f9dak@yahoo.com
1107,5,False,689.72,False,False,1,8,False,Beauty,9,0,za8bnzvi@gmail.com
1552,3,False,1103.78,False,True,1,9,False,Electronics,7,0,dafadqe4@yahoo.com
773,5,False,287.12,False,False,4,18,False,Electronics,22,0,59coltzo@outlook.com
1799,3,False,1477.06,False,True,2,19,False,Groceries,18,0,e3oiebbv@outlook.com
972,2,False,369.46,False,False,1,5,False,Fashion,20,0,r2wkq3ag@outlook.com
1066,5,False,1396.83,False,False,2,12,False,Electronics,28,0,3sny4rgn@outlook.com
1880,5,False,1442.36,False,True,3,2,False,Fashion,15,0,jkxzoblm@gmail.com
976,1,False,851.37,True,False,1,9,False,Fashion,20,0,89v06lr3@gmail.com
1315,0,False,1431.73,False,True,2,14,False,Home Appliances,13,0,uyw79ytb@yahoo.com
1222,1,False,1195.67,False,False,4,2,False,Fashion,21,0,m9a6l97z@yahoo.com
604,0,False,79.78,False,False,4,15,False,Home Appliances,16,0,3pq6jije@gmail.com
1418,3,False,1056.04,False,False,1,4,False,Groceries,27,0,m19pvghb@outlook.com
864,1,False,1093.61,False,True,4,20,False,Groceries,28,0,co336lry@gmail.com
69,4,True,19865.0,True,True,6,10,True,Beauty,29,1,fakeuser@haha.com
1674,1,False,205.53,True,True,5,12,False,Electronics,17,0,fmh574c3@yahoo.com
1623,0,False,207.31,False,False,4,20,False,Electronics,10,0,q05dv5yy@outlook.com
1992,0,False,957.06,False,False,4,7,False,Groceries,26,0,19iyekvn@outlook.com
886,2,False,34.12,False,False,1,4,False,Fashion,24,0,rutt7ka6@yahoo.com
1195,2,False,689.86,False,False,4,18,False,Fashion,6,0,1sez4rz8@gmail.com
1830,1,False,480.95,False,True,4,8,False,Beauty,21,0,ltzzhedq@outlook.com
1166,0,True,1404.21,False,True,2,19,True,Fashion,8,0,iisk0aj8@outlook.com
1262,1,False,1018.2,False,True,3,12,False,Electronics,11,0,ju0f2vpl@gmail.com
1607,0,False,413.08,False,False,4,14,False,Electronics,19,0,l5zvkcux@yahoo.com
1631,0,False,1337.81,False,False,2,14,False,Home Appliances,21,0,ganp7att@gmail.com
838,1,False,972.97,False,False,2,3,False,Groceries,8,0,ifcu3074@outlook.com
1779,1,False,58.72,False,False,4,14,True,Fashion,19,0,0wopo504@yahoo.com
1554,2,False,1106.4,False,True,3,7,False,Electronics,17,0,kms0x4oz@gmail.com
478,4,False,165.65,False,True,4,5,False,Home Appliances,15,0,0jbib5hq@gmail.com
996,1,False,1407.64,False,True,1,2,False,Electronics,21,0,i2yanbts@gmail.com
1120,5,False,662.26,False,False,1,4,False,Home Appliances,14,0,5w4nj66f@gmail.com
1712,0,False,925.52,False,True,3,12,False,Home Appliances,15,0,41sqe5xx@gmail.com
893,1,False,1404.51,False,False,3,3,False,Electronics,22,0,mv2voq5g@outlook.com
412,3,True,447.79,False,True,1,11,False,Fashion,2,0,js988i8a@yahoo.com
1419,4,False,461.6,False,False,4,2,False,Beauty,28,0,306xgx5j@yahoo.com
558,4,False,719.8,False,True,4,3,False,Beauty,28,0,hz9z6473@gmail.com
1231,2,True,88.49,False,True,4,15,False,Fashion,11,0,0dq4xzyf@gmail.com
1717,3,False,649.71,False,False,3,3,False,Fashion,26,0,6jcp418h@outlook.com
1936,5,False,772.12,False,True,1,20,True,Fashion,9,0,1nq1q3s9@yahoo.com
645,2,False,931.75,False,False,3,11,False,Beauty,25,0,bq2r57fn@yahoo.com
1680,5,False,267.61,False,False,3,10,False,Electronics,22,0,toxny9p6@gmail.com
1178,0,False,529.47,False,False,1,8,False,Groceries,26,0,qyb7vs9h@gmail.com
999,0,False,1081.74,False,True,2,3,False,Electronics,18,0,jlhlzavn@outlook.com
709,1,False,1188.3,False,False,3,13,False,Electronics,12,0,1oerdz7m@yahoo.com
1278,0,False,948.68,False,False,2,3,False,Fashion,6,0,0sxf8k5s@yahoo.com
62,4,True,12219.0,False,False,8,17,True,Fashion,24,1,user@invalid_domain.com
387,1,False,81.85,False,True,2,18,False,Groceries,5,0,sfpgo1jm@outlook.com
1454,3,True,355.7,False,False,1,11,False,Fashion,26,0,apc2ewve@gmail.com
703,3,False,74.67,False,True,2,18,False,Beauty,13,0,v06ouhhs@gmail.com
1577,4,False,766.8,True,False,2,20,False,Fashion,13,0,m3bbsc68@outlook.com
1193,0,False,688.73,False,True,2,6,False,Beauty,30,0,ii49wqj2@yahoo.com
1253,1,False,239.29,False,False,2,4,False,Home Appliances,14,0,4ty76m0u@outlook.com
1958,5,False,1045.93,False,True,1,5,False,Beauty,3,0,wtphl779@yahoo.com
1912,3,False,871.94,False,True,5,8,False,Home Appliances,15,0,a356iccz@yahoo.com
1865,4,False,701.61,False,True,3,2,False,Electronics,17,0,8l2z1057@outlook.com
1674,5,False,1379.0,False,True,2,7,False,Electronics,29,0,x7yq5mz2@yahoo.com
1019,4,False,994.92,False,False,5,1,False,Fashion,7,0,pmoqme9l@outlook.com
964,4,False,1169.54,False,False,3,9,False,Groceries,13,0,w0qdrmaw@gmail.com
1825,4,False,1330.72,False,True,3,15,False,Beauty,14,0,i5mr9vr6@gmail.com
831,5,False,31.26,False,True,1,15,False,Beauty,21,0,gbryn6go@yahoo.com
1489,0,False,680.57,False,True,1,7,False,Groceries,28,0,xuitegoq@outlook.com
688,1,False,983.75,False,False,1,5,False,Home Appliances,9,0,kbqh62dh@outlook.com
1297,2,False,146.31,False,False,3,16,False,Home Appliances,21,0,p4gptdc3@gmail.com
657,2,False,878.54,False,True,5,9,False,Fashion,3,0,ubewop5z@outlook.com
929,0,False,596.8,False,False,1,17,False,Fashion,7,0,ou5knr21@gmail.com
1689,5,False,99.78,False,False,3,2,False,Groceries,10,0,nv451n0i@outlook.com
1694,2,False,157.63,False,False,1,8,False,Groceries,1,0,l2cb1v31@outlook.com
616,0,False,318.46,False,True,1,5,False,Fashion,17,0,ee7fhiz8@gmail.com
516,0,False,955.27,False,False,2,10,False,Electronics,15,0,r6xl2cgf@gmail.com
1242,0,False,397.28,False,True,5,11,False,Home Appliances,26,0,rxppv2ge@yahoo.com
1770,4,False,814.51,False,True,1,8,False,Home Appliances,19,0,cxtou1ha@yahoo.com
1826,4,False,1112.06,False,False,2,15,False,Electronics,3,0,zz0vbzjl@gmail.com
386,2,False,706.26,False,True,4,9,False,Home Appliances,14,0,a0gfhsj8@gmail.com
1328,4,True,963.98,False,True,1,7,False,Fashion,5,0,abbk90sr@yahoo.com
1556,4,False,8.12,False,False,2,17,False,Beauty,21,0,y4jdcr3i@outlook.com
687,2,False,416.92,False,False,1,10,True,Fashion,28,0,43ecss5k@yahoo.com
1297,4,False,1281.14,False,False,1,6,False,Home Appliances,30,0,stdp7z4u@outlook.com
834,2,False,106.54,False,False,4,8,False,Fashion,29,0,ak09n2f0@gmail.com
1311,1,False,491.96,False,True,3,5,False,Fashion,3,0,0al1ma30@gmail.com
954,2,False,794.21,False,True,5,13,False,Beauty,2,0,5u4f4i3e@yahoo.com
1247,0,False,1084.27,False,False,3,7,False,Groceries,27,0,igq96wg9@gmail.com
1536,2,False,392.26,False,True,3,5,False,Groceries,24,0,nk5yh83m@gmail.com
815,0,False,1436.11,False,False,1,19,False,Electronics,4,0,a0frtxvz@outlook.com
1968,2,False,943.37,False,True,3,12,False,Fashion,14,0,myl6274r@outlook.com
1441,5,False,994.73,False,False,4,20,False,Groceries,4,0,e6ac823r@outlook.com
613,1,False,354.22,False,False,4,12,False,Groceries,17,0,pwhnfgkn@yahoo.com
801,2,False,1308.13,False,False,1,8,False,Groceries,13,0,nxz8vfzc@yahoo.com
1286,4,False,575.67,False,True,3,18,False,Fashion,27,0,gqr7zqng@gmail.com
1926,3,False,1216.8,False,True,2,3,True,Electronics,7,0,rzmzbvhn@outlook.com
1779,4,False,173.28,False,True,1,2,False,Electronics,20,0,n5bdzial@yahoo.com
550,4,False,130.27,False,True,4,2,False,Groceries,26,0,cnx1c6aq@yahoo.com
834,1,False,1452.59,False,False,1,15,False,Electronics,12,0,ejyg8czq@yahoo.com
1805,1,False,1298.06,False,True,5,10,False,Fashion,2,0,ygagjkah@yahoo.com
1017,4,False,444.87,False,False,2,13,False,Home Appliances,14,0,spskiq42@outlook.com
1775,2,False,427.22,False,True,5,6,False,Beauty,13,0,vegqpmbo@yahoo.com
469,3,False,613.84,False,False,4,18,False,Electronics,29,0,e3gslime@yahoo.com
1957,4,False,898.44,False,True,1,17,False,Beauty,27,0,mcnq895h@outlook.com
1767,3,False,645.02,False,True,4,20,False,Fashion,8,0,rmndlnxr@gmail.com
945,4,False,256.92,False,True,5,15,False,Fashion,22,0,e7j3395x@outlook.com
1471,2,False,888.09,False,False,4,4,False,Fashion,16,0,0rjwpl0j@yahoo.com
1803,0,False,1050.72,False,True,2,20,False,Home Appliances,28,0,g3nufub2@yahoo.com
1171,2,False,1235.69,False,True,1,7,False,Home Appliances,13,0,nbkopdyc@gmail.com
1178,5,False,1406.51,False,True,1,7,False,Beauty,22,0,oitqzxr7@yahoo.com
552,0,False,474.84,False,False,4,19,True,Home Appliances,10,0,c2jwx5zb@outlook.com
798,1,False,604.89,False,False,5,13,False,Beauty,22,0,8m6vwajl@outlook.com
618,3,False,278.68,False,True,3,2,False,Groceries,8,0,ryjao1yn@yahoo.com
1772,3,False,555.64,True,False,1,14,False,Beauty,8,0,ua79he4k@outlook.com
988,5,True,311.97,False,True,5,14,False,Home Appliances,2,0,59t3o18c@yahoo.com
1223,4,False,1039.77,False,False,4,17,False,Beauty,9,0,sksjs220@gmail.com
941,4,False,1047.33,False,True,1,9,False,Home Appliances,14,0,d1n3w7xc@gmail.com
1419,1,False,1336.47,False,False,1,14,False,Fashion,29,0,gijddkdm@outlook.com
1049,2,False,1390.14,False,True,2,18,False,Beauty,2,0,ywmfjsiy@gmail.com
1551,1,False,1274.74,False,True,1,13,False,Beauty,23,0,m5vknjw0@outlook.com
993,5,False,466.15,False,True,1,15,False,Electronics,26,0,angi0t2i@outlook.com
1273,5,False,1030.1,False,False,5,4,False,Beauty,19,0,5n04m1oa@outlook.com
1151,3,False,916.85,False,False,2,7,False,Electronics,15,0,pqe4t9dw@yahoo.com
1593,0,False,887.94,False,False,3,16,False,Electronics,6,0,6286ryax@gmail.com
1555,4,False,368.73,False,False,4,19,False,Groceries,30,0,4s3vwbnc@gmail.com
1990,0,False,560.64,False,False,5,1,False,Home Appliances,17,0,ve8jy9ef@outlook.com
724,1,False,991.63,False,True,4,18,False,Fashion,4,0,77h6f3df@outlook.com
1595,2,False,1172.36,True,True,3,11,False,Home Appliances,20,0,hcmdmhwu@gmail.com
1976,5,False,663.08,False,False,3,8,True,Electronics,14,0,5y29j4xs@gmail.com
1732,1,False,178.54,False,True,5,11,True,Groceries,5,0,bcl92vle@outlook.com
432,4,False,1389.83,True,True,5,5,False,Beauty,22,0,6do8gemf@gmail.com
1954,2,False,394.83,False,False,5,15,False,Fashion,30,0,y2spsefm@yahoo.com
1804,5,False,69.48,False,False,1,3,False,Groceries,5,0,dlvtz6vt@gmail.com
1089,5,False,107.98,False,False,4,7,False,Electronics,4,0,8fuaxkrw@outlook.com
1305,2,False,1121.73,False,False,1,7,False,Groceries,25,0,nq0lr7zz@yahoo.com
437,4,False,640.26,False,False,2,2,False,Home Appliances,25,0,nj8jpghr@gmail.com
525,4,False,619.65,False,True,3,1,False,Fashion,26,0,eo1vd720@yahoo.com
1614,5,False,156.78,False,False,2,5,False,Groceries,26,0,yl2rt70s@outlook.com
89,5,True,1414.0,True,True,5,15,False,Home Appliances,28,1,invalidgmail@rinedasinf.com
419,3,False,1369.57,False,False,2,5,False,Fashion,11,0,o3bov2az@gmail.com
820,4,False,25.74,False,True,5,4,False,Home Appliances,14,0,l88falx7@yahoo.com
385,4,False,977.11,False,False,1,13,False,Beauty,2,0,ycrdgadn@outlook.com
829,1,False,1286.78,False,True,3,18,False,Home Appliances,9,0,948txeen@yahoo.com
402,2,False,1371.38,False,False,1,9,False,Electronics,11,0,5fr6muei@outlook.com
876,2,False,213.84,False,True,2,1,False,Electronics,27,0,e8bj40do@gmail.com
379,0,False,793.87,False,True,1,16,False,Fashion,5,0,kw8ml8yy@outlook.com
617,1,False,797.71,False,True,1,13,False,Groceries,26,0,3b0v0ymv@outlook.com
460,5,False,275.7,True,False,5,8,False,Beauty,7,0,d5wzoblp@gmail.com
664,0,False,171.06,False,True,4,16,False,Fashion,14,0,zxsx6zwe@gmail.com
554,5,False,941.19,False,False,3,8,False,Home Appliances,3,0,88nhh0yl@outlook.com
1878,4,False,199.37,False,False,1,9,False,Home Appliances,30,0,up2116wq@yahoo.com
773,0,False,532.99,False,False,4,19,False,Home Appliances,30,0,t7hx8tl0@outlook.com
593,0,False,509.55,False,False,3,16,False,Fashion,9,0,kjf2boz4@gmail.com
1231,5,True,883.01,False,True,5,20,False,Electronics,11,0,zhlvzrjf@gmail.com
828,5,False,706.95,False,False,1,1,False,Home Appliances,1,0,zcwqbaq8@gmail.com
479,1,False,1200.62,False,True,3,6,False,Fashion,20,0,3ea2aah9@gmail.com
1547,4,True,461.03,False,True,2,13,False,Home Appliances,2,0,k4fakceh@gmail.com
987,3,False,976.81,False,True,5,1,False,Fashion,15,0,4j6v8eyy@gmail.com
1738,4,False,760.28,False,True,1,9,False,Electronics,1,0,vxs6yqoj@gmail.com
1111,2,False,318.39,False,False,4,5,False,Home Appliances,1,0,y498g2g3@outlook.com
1683,1,False,1308.78,False,True,2,15,False,Home Appliances,15,0,el5402z5@gmail.com
965,1,False,241.12,True,True,3,17,False,Fashion,14,0,09fvh4g1@yahoo.com
544,4,False,276.24,True,True,4,17,False,Groceries,8,0,837rahsb@gmail.com
674,0,False,303.85,False,True,1,5,False,Groceries,12,0,ux9redvg@gmail.com
1556,4,False,1321.53,False,True,3,11,True,Beauty,26,0,qb2ai3cz@outlook.com
1229,3,True,647.64,False,False,3,17,False,Groceries,16,0,jwo8eng7@yahoo.com
668,2,False,865.32,False,True,3,14,False,Beauty,26,0,vavh8nbo@gmail.com
615,1,False,47.17,False,True,5,20,False,Groceries,4,0,ieos2dam@gmail.com
900,5,False,549.7,False,False,3,2,False,Electronics,25,0,cc1algkt@outlook.com
1216,1,False,37.64,False,False,1,19,False,Beauty,1,0,2ktrfnx7@yahoo.com
1660,5,False,8.18,True,False,5,2,False,Groceries,17,0,mz19utz8@gmail.com
913,4,False,1413.97,False,False,1,6,False,Home Appliances,17,0,uqh7an70@gmail.com
1415,4,False,203.78,False,True,2,13,False,Beauty,3,0,jsm91cgx@gmail.com
1729,4,False,211.29,False,False,4,1,False,Fashion,22,0,qakfa1fv@outlook.com
1922,1,False,879.81,False,True,5,5,False,Fashion,29,0,paiwx2lf@gmail.com
824,4,False,1010.34,False,True,1,9,False,Electronics,13,0,vfkoaknm@outlook.com
1897,3,False,293.48,False,False,1,19,True,Fashion,24,0,mlzaosyn@outlook.com
1570,1,False,520.76,False,True,3,7,False,Groceries,5,0,ojxf44sr@yahoo.com
1541,5,False,527.54,False,False,3,8,False,Home Appliances,5,0,ddwa88h8@yahoo.com
918,2,False,324.0,False,False,4,3,False,Home Appliances,11,0,0gt6cldz@gmail.com
888,2,False,417.5,False,False,3,7,False,Home Appliances,11,0,6yc0w7o0@yahoo.com
626,5,False,1277.39,False,False,1,10,False,Home Appliances,10,0,imdqnmol@outlook.com
1975,3,False,284.63,False,True,4,18,False,Groceries,18,0,du7204oi@outlook.com
666,4,False,1019.12,False,True,4,1,False,Groceries,6,0,0yvbhp98@yahoo.com
1130,0,False,1098.23,False,True,5,9,False,Groceries,21,0,b5azv9ue@outlook.com
613,1,False,29.15,False,True,1,16,False,Groceries,9,0,kmwvh28q@outlook.com
672,2,False,1008.3,False,True,1,11,False,Groceries,8,0,80fxcmgf@gmail.com
1200,5,False,1314.8,False,True,2,5,False,Fashion,16,0,uaki63af@yahoo.com
1096,5,False,566.39,False,True,4,10,False,Fashion,2,0,kxflfq80@outlook.com
1834,3,False,1032.12,False,True,1,9,False,Fashion,29,0,vz0vq9yd@outlook.com
1787,3,False,203.65,False,False,3,11,False,Beauty,21,0,p7spurky@yahoo.com
965,2,False,1356.38,False,False,2,13,False,Electronics,10,0,5qbouevj@gmail.com
1472,2,False,180.12,False,True,5,9,False,Fashion,14,0,ys42slo8@outlook.com
1557,1,False,702.5,False,False,1,5,False,Beauty,18,0,pq8w2yg0@outlook.com
813,2,False,726.81,False,True,2,17,False,Electronics,14,0,ndu7wt0e@yahoo.com
954,4,False,200.55,True,True,4,14,False,Fashion,8,0,l5k5suyd@yahoo.com
1503,3,False,585.49,False,False,3,14,False,Beauty,3,0,qb2qd5by@gmail.com
520,4,False,1017.24,False,False,5,7,False,Fashion,9,0,ua5xfb43@gmail.com
475,5,False,958.69,False,True,3,5,False,Groceries,20,0,9ijwq59i@gmail.com
717,1,False,100.66,False,False,4,8,False,Electronics,17,0,887qrc1d@yahoo.com
1106,2,False,200.9,False,False,4,17,False,Fashion,1,0,q1jjau69@gmail.com
1321,5,False,1354.51,False,False,4,4,False,Beauty,25,0,1mhor2en@outlook.com
1253,3,False,432.85,False,False,4,10,False,Home Appliances,5,0,t1iz7yhg@yahoo.com
57,2,True,17041.0,True,True,8,5,True,Electronics,10,1,26u2k6jg@gmail.com
1824,1,False,968.94,False,True,4,15,False,Fashion,13,0,badsma5s@yahoo.com
1855,5,False,576.91,False,False,5,7,False,Fashion,23,0,8g0e3s0w@yahoo.com
572,0,False,144.22,False,True,3,6,False,Groceries,18,0,gkv7chla@outlook.com
906,5,False,746.76,False,False,2,3,False,Home Appliances,13,0,olwfac74@outlook.com
856,5,False,851.41,False,True,5,18,False,Fashion,1,0,9xkigw72@outlook.com
1871,0,False,1123.28,False,False,2,1,False,Home Appliances,8,0,gi1ii5ue@outlook.com
1857,0,False,124.11,False,False,5,1,False,Beauty,15,0,is55zd2c@yahoo.com
996,4,False,611.94,False,False,5,18,False,Fashion,16,0,jdlofpug@yahoo.com
1670,4,False,1489.58,False,True,1,7,False,Fashion,19,0,2lixgcya@yahoo.com
600,3,False,242.96,False,False,1,10,True,Electronics,18,0,mn1gzv2f@outlook.com
1769,4,False,709.18,False,False,5,1,False,Electronics,2,0,j7f1f7zb@yahoo.com
1323,2,False,1382.23,True,True,3,17,False,Home Appliances,17,0,634sg3ya@yahoo.com
1405,2,False,259.91,False,True,5,19,False,Home Appliances,30,0,izu6qd7e@outlook.com
713,4,False,166.08,False,False,1,14,False,Groceries,7,0,23gunwpv@outlook.com
1113,1,False,1119.32,False,True,2,5,False,Groceries,20,0,4xm5d8tx@outlook.com
750,1,False,1391.55,False,False,3,3,True,Home Appliances,29,0,s31s4ear@gmail.com
847,2,False,1109.1,False,True,2,9,False,Home Appliances,29,0,nwv94l50@yahoo.com
618,1,False,1328.1,False,False,2,16,False,Home Appliances,20,0,lipalt9c@gmail.com
390,1,False,1148.02,False,True,5,3,False,Home Appliances,28,0,hd3g635e@gmail.com
1858,4,True,931.16,False,False,4,8,False,Electronics,2,0,8dig8plv@gmail.com
1436,2,False,35.09,False,False,4,6,False,Beauty,6,0,yghnvrvq@outlook.com
1465,1,False,1272.54,False,False,3,18,False,Home Appliances,6,0,om281qb7@yahoo.com
700,1,False,624.56,False,False,5,1,False,Fashion,7,0,whh59fu9@gmail.com
773,5,False,1032.28,False,True,3,14,True,Groceries,13,0,l4tfwd27@outlook.com
783,2,False,668.65,False,True,4,12,False,Fashion,18,0,6r2sjgti@yahoo.com
656,1,False,175.83,False,True,3,9,False,Beauty,19,0,abhqpj2x@outlook.com
1005,5,False,167.57,False,False,2,13,False,Electronics,15,0,h7ygu451@outlook.com
390,5,False,146.24,False,True,4,11,False,Groceries,11,0,azl6q2ja@outlook.com
1119,4,False,1252.95,False,True,4,3,False,Fashion,3,0,bu47uow1@outlook.com
501,4,False,700.38,False,False,4,14,False,Home Appliances,14,0,b1g50fha@yahoo.com
1064,5,False,972.17,False,True,5,14,False,Home Appliances,8,0,tgkg7i1s@gmail.com
1116,5,False,882.32,True,False,5,2,False,Groceries,13,0,83qjl67b@gmail.com
1916,1,False,832.52,False,True,2,3,False,Fashion,26,0,wfruvzr3@yahoo.com
765,1,True,62.81,False,False,5,4,False,Home Appliances,20,0,jhsbb7de@yahoo.com
1500,3,True,1319.63,False,True,1,7,False,Home Appliances,11,0,ylgcf35k@outlook.com
720,0,False,1254.62,False,False,3,9,False,Groceries,21,0,k8o0fjyb@gmail.com
1671,1,False,320.17,False,True,4,12,False,Electronics,4,0,6bnwb6qj@outlook.com
635,1,False,1271.93,False,True,3,10,False,Beauty,8,0,ygbdx1ni@outlook.com
1777,0,False,878.2,False,True,5,1,False,Groceries,29,0,z37647my@gmail.com
1891,4,False,1074.93,False,False,3,16,False,Groceries,20,0,e1q5f5gj@yahoo.com
1322,2,False,918.93,False,False,1,1,False,Fashion,23,0,bpy3o9cu@yahoo.com
1801,1,False,1293.68,False,False,3,6,False,Beauty,3,0,vh4ua6vb@gmail.com
623,0,False,12.71,False,True,5,10,False,Groceries,30,0,b4vazqzw@yahoo.com
1083,1,True,9.26,False,True,3,17,False,Groceries,28,0,k3o82ide@outlook.com
1887,4,False,484.92,False,False,3,18,False,Groceries,17,0,ec609wfi@gmail.com
1470,3,False,273.72,False,False,2,18,False,Electronics,13,0,vvext1ts@gmail.com
541,3,False,512.56,False,True,4,7,False,Fashion,9,0,t3h4mfq3@outlook.com
1150,2,False,1317.68,False,True,5,1,False,Beauty,20,0,k9sggkux@yahoo.com
739,1,False,1328.67,False,True,3,6,False,Groceries,14,0,a8p57cnl@outlook.com
1480,1,False,289.99,False,False,1,19,False,Beauty,4,0,mtjj1ar1@yahoo.com
1105,2,False,828.5,False,True,2,14,False,Electronics,9,0,jq4tvjoy@yahoo.com
977,5,False,989.2,False,True,2,20,False,Fashion,4,0,5iqa2m1e@yahoo.com
1589,5,False,955.32,False,False,2,12,False,Groceries,26,0,f7e3bph3@outlook.com
1428,2,False,11.77,False,False,2,12,False,Home Appliances,28,0,ddx81ram@gmail.com
823,0,False,684.87,False,True,2,1,False,Home Appliances,6,0,ptgeaumr@outlook.com
1294,2,False,754.8,False,False,3,9,False,Beauty,19,0,crll0ns2@gmail.com
560,4,False,872.89,False,True,3,17,False,Beauty,6,0,9wn8bgps@yahoo.com
1639,5,False,525.59,False,True,3,3,False,Fashion,26,0,ogelm7uf@outlook.com
599,5,False,168.97,False,True,2,19,False,Beauty,1,0,nb4pfm2f@yahoo.com
1845,1,False,139.14,False,False,2,18,False,Home Appliances,7,0,99pqsv2u@gmail.com
1645,5,False,1032.42,False,False,5,10,False,Home Appliances,14,0,lqnm4sey@gmail.com
788,0,False,395.16,False,True,1,12,False,Home Appliances,23,0,nd4eioty@yahoo.com
1058,4,True,1486.23,False,False,2,9,False,Fashion,26,0,2n19mkun@yahoo.com
682,3,True,1199.1,False,True,5,6,False,Beauty,30,0,74zywn72@gmail.com
1670,0,False,628.38,False,True,3,17,False,Groceries,7,0,qe6vurs3@outlook.com
1393,2,False,1191.19,False,True,3,18,False,Home Appliances,27,0,4euh1np2@outlook.com
1489,1,False,1177.28,False,True,3,6,False,Electronics,16,0,m34byywl@gmail.com
966,0,True,596.52,False,False,5,7,False,Fashion,16,0,t69rkrzd@outlook.com
637,5,False,88.23,False,False,2,15,False,Electronics,22,0,t0tcuzrp@gmail.com
1634,1,True,1231.52,False,False,5,17,False,Home Appliances,25,0,dhgm2abu@outlook.com
1043,5,False,1243.83,False,False,1,15,False,Fashion,1,0,rc44s4tm@outlook.com
844,2,False,1491.77,False,False,5,6,False,Fashion,8,0,4w24775p@gmail.com
1613,0,False,454.62,False,False,1,11,False,Fashion,1,0,o3frrmyd@gmail.com
827,1,True,82.59,False,True,3,15,False,Home Appliances,21,0,a2382lh3@yahoo.com
1615,0,False,756.05,False,True,1,15,False,Electronics,18,0,fsuewp5h@outlook.com
1133,5,False,1118.28,False,True,3,14,False,Beauty,19,0,gxf4u897@yahoo.com
1935,3,False,379.62,False,False,5,12,False,Groceries,10,0,qviz7b6n@outlook.com
1963,3,False,652.38,False,False,4,8,False,Beauty,19,0,6045x20i@gmail.com
1241,0,False,1441.19,False,True,3,12,False,Beauty,9,0,kcx0e1cv@outlook.com
1860,0,False,1133.88,False,False,2,4,False,Home Appliances,16,0,93xan6t0@outlook.com
370,3,False,878.14,False,True,2,12,False,Groceries,3,0,29lerh3u@yahoo.com
